396820,0.049577685,458871.1579
50080,0.201745586,264502.5571
501190,0.024632659,161120.6033
199170,0.079164093,194033.0491
251240,0.099880838,548591.9687
199180,0.245326823,2744168.272
199190,0.125399315,1159040.178
316460,0.012517664,21657.28534
158730,0.124546768,558106.4581
251180,0.077656521,256773.317
63060,0.24930285,456310.0713
316450,0.02446839,68977.31077
79440,0.062256003,39440.90238
63190,0.099558461,61157.82401
63090,0.062245054,23535.44063
79500,0.123121856,104597.3146
199200,0.010093061,5341.671085
158740,0.121471665,332779.8446
251180,0.011441039,4027.009771
158750,0.024217178,9590.954304
316460,0.039562442,168360.7971
396830,0.019663516,37007.79728
251230,0.020093601,34173.77272
158740,0.078281789,178395.9448
63150,0.063442536,66129.42424
158730,0.154866356,727162.1701
316460,0.04922421,127798.3369
99910,0.12408211,234728.4602
316460,0.03826975,108458.0859
251230,0.124881315,1194879.574
251240,0.156645462,1434273.004
396820,0.061572844,679339.8086
79470,0.19201072,290547.614
50050,0.06356866,10028.48197
199180,0.024677425,26085.8381
125900,0.030423474,12878.22466
125920,0.049770502,46007.69969
158750,0.119398462,1015932.455
79430,0.191625874,590083.9355
316460,0.096934502,801753.1819
125900,0.039381553,13304.75563
251240,0.039485927,73235.11145
125900,0.030608832,11346.81954
396800,0.012965802,36638.37443
199190,0.031516241,26837.22359
499980,0.038468905,506039.2347
499990,0.031280263,510391.4753
125900,0.030562609,18603.33447
199500,0.015437267,5881.070471
158740,0.050466981,50160.22337
158710,0.122444518,378914.1928
199190,0.039714735,44228.48502
251220,0.039883235,137994.3329
100030,0.152915932,410233.0941
79520,0.155492492,193268.23
499990,0.012652619,29636.52025
125890,0.154586565,730333.8793
79520,0.195914079,343780.699
99930,0.077615011,81241.19746
79490,0.040317169,45743.41258
125960,0.02470942,6076.485067
396820,0.019618879,53654.30692
158740,0.048835429,59608.32911
79480,0.015001614,929.3913627
251260,0.062382019,328032.1567
251230,0.009673054,8539.987314
125900,0.049587362,44968.96587
158730,0.031720645,22559.77413
125900,0.032032436,25476.83231
316450,0.009903126,5614.211686
499990,0.012556102,32541.88632
199170,0.097326531,415517.348
158740,0.019971832,11670.41954
99940,0.062042611,36311.16711
251230,0.195014689,2929733.569
199190,0.125709517,738774.7397
50050,0.12680551,95807.17836
316460,0.048931943,184289.6539
396820,0.019737436,46138.48921
158750,0.062941166,134954.7204
199200,0.100124404,588571.5027
499980,0.031336129,251348.584
125920,0.078902013,80188.85921
125910,0.098553877,109040.3487
199170,0.050171315,94177.72808
316450,0.197401273,2666902.771
251270,0.024814837,53077.98028
316460,0.07793074,494274.8348
125950,0.020386867,21883.10873
125960,0.062011627,44994.4312
158750,0.038111779,65788.27949
125920,0.049784808,57451.79767
316460,0.079551824,634895.111
499970,0.061405347,872261.4676
79440,0.197750206,385810.383
251260,0.080149078,563270.2356
396820,0.024808347,86871.89429
396820,0.062493027,391093.992
79500,0.099693145,55182.43107
396830,0.012419325,15315.60518
499970,0.039451,289556.3971
125920,0.156871128,623858.0494
499970,0.039259247,300487.4
79500,0.038343112,9271.779187
396820,0.012331721,19699.04173
316460,0.01573319,24124.83459
499980,0.009971708,18469.81436
158720,0.192837567,1077189.043
199210,0.09780082,312187.9842
158750,0.03212299,41317.06038
199170,0.062978497,154348.2155
499990,0.025264358,196139.1618
199180,0.009549077,5158.478258
499990,0.009892175,18258.35193
251230,0.098331516,734564.0428
79540,0.097436893,75832.58362
158740,0.076051011,141504.6531
499970,0.019894343,96231.635
251230,0.039790356,167418.9536
396820,0.048491359,421522.0774
396810,0.01262322,28204.96509
251230,0.019706439,17682.46699
396820,0.020292421,92046.66013
199210,0.049843787,369109.9484
50100,0.19507941,184735.2569
499980,0.015761988,51507.44025
79520,0.156929505,177450.1915
199220,0.076758218,310102.8803
316450,0.123895399,1816355.747
396820,0.061530277,642347.1709
158750,0.099320015,197668.7051
63190,0.125010685,54919.58055
251260,0.01016842,25593.04007
99990,0.031712441,10186.33747
125890,0.077826353,260358.4137
316450,0.040117448,405830.3825
79490,0.10067831,102965.7693
316450,0.015733201,17905.69511
50050,0.077346611,11625.36707
396830,0.019573274,56317.10136
158730,0.031524384,25886.07082
499980,0.060333106,622091.2197
158740,0.04961317,63769.75257
316470,0.015978606,16797.72752
499980,0.019729548,98078.41373
99960,0.098660031,70669.99298
79420,0.250466419,985069.1726
251230,0.098305328,516969.5555
99990,0.020053476,8309.876746
79530,0.078750514,46462.97595
63130,0.100204826,107340.3862
199510,0.097063996,272875.3826
499980,0.015623555,38023.02475
199170,0.039341202,36576.79255
79460,0.061796618,18010.75375
396820,0.062427063,571860.2985
125920,0.031467025,10209.62806
316450,0.01006965,12075.86823
251240,0.196252249,2890269.983
499980,0.06225349,1002699.293
99950,0.099853451,96292.86498
251230,0.038544921,200962.8897
79430,0.153778396,425264.8408
