,ASU,KU Leuven,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std,error
0,388.85645050739794,1008.3314208984376,462.97163870054845,417.1913757324218,411.4393189864972,440.2845153808594,602.7145385742188,403.5231258401868,475.4570108640369,411.19927978515625,448.02874755859375,477.20662433494306,0.36049471289116986,0.11191784044463995
1,680.9810503697389,1062.6279296875,558.1762260564948,796.2597045898436,767.2684401310993,804.4106445312499,934.6886596679688,721.0963661862451,902.6184611891824,797.5142211914062,739.4403076171875,786.4814826414047,0.16892542192559507,0.09549042244598814
2,4169.623609522881,2719.234619140625,4485.633058845268,4973.025390625,4824.7849261702895,4863.1484375,5010.45849609375,4420.268538034518,5362.831602524983,4718.6171875,4573.71728515625,4497.033907049583,0.15159350084097037,0.05771229351334426
3,7759.505212181555,7834.30859375,8228.212118080377,8959.669921875,8711.761083125226,8769.7587890625,8438.583984375,8614.01752298358,9412.051507972545,8495.2421875,8587.962890625,8516.283733932443,0.0555187582325176,0.0455623039186246
4,13583.154161198752,16732.11328125,15591.549094710868,16001.642578125,15696.257050078386,15707.734375,17154.5078125,16341.654535742908,16565.250704130634,15554.74609375,15460.4130859375,15827.28691913423,0.058984066483059816,0.01832936188354567
5,253635.778551877,267657.09375,289392.9631888968,275916.625,285547.41009923187,275007.03125,282734.875,294103.79364331265,275961.7165645494,274253.0625,282132.15625,277646.2569790346,0.03971104807324939,0.0034480045683022583
6,312.77773683318617,1029.344482421875,268.31420403520093,320.61428833007807,304.03573020105506,333.9913024902344,521.7152709960938,296.33817832513193,344.8518622590513,353.4708557128906,334.50543212890625,369.8818637920688,0.5429222080086219,0.01942536948004437
7,544.8142297664376,1076.01513671875,379.47973707786787,624.159912109375,584.9319543307948,623.2301025390625,435.19439697265625,546.3408710791774,681.0047165941526,635.8807983398438,526.2260131835938,584.9308971633268,0.2967982172396824,0.006726099562192155
8,1035.933931846401,1144.4676513671875,1109.2380554025688,1156.7481689453125,1092.9789051817525,1147.27685546875,1344.9210205078125,1023.3174195049673,1201.2880375866034,1288.7618408203125,1098.7357177734375,1145.7286216254797,0.08549055062387324,0.03708048571522943
9,3543.3350867098734,1785.65576171875,3035.4090095175247,3809.984619140625,3751.4529813167,3729.593017578125,3797.313720703125,3002.1686469932674,3980.684743710905,3901.6274414062495,3508.22216796875,3369.636498354296,0.18516495364833638,0.024188326182819016
10,11241.242335422225,12837.4716796875,12273.22661658961,12262.357421875,12257.960918631165,12064.6552734375,11205.8125,11256.928462899672,12475.408177161711,12163.064453125,11929.89453125,11985.85023831478,0.04513109847530015,0.026112621654198313
11,64620.9257885557,67974.8984375,71850.98601812469,70513.0625,72193.67902434149,70725.5390625,67787.1640625,70438.88068598113,71733.98848952046,72608.109375,72433.3515625,70220.5734950328,0.035475287968218916,0.023082048702134733
12,123951.20490862476,108267.8671875,119670.7189738043,117986.1875,120357.86631189942,117024.890625,124597.8125,125108.88696480767,120252.65469585935,119647.0078125,120805.4609375,119704.212830077,0.03861669986209558,0.02068278438787499
13,185807.4752017104,212816.5625,211178.32099576652,211662.984375,212434.6639153784,209545.90625,222156.1875,259871.8596925065,215287.53298577477,218894.9375,208526.984375,214679.752630175,0.08098633645887397,0.007499396635181783
