0.234941924,0.100809965,1.651157278,0.092382325,0.360494713,0.11191784,0.208134362,0.007195109,0.316045078,0.051996392
0.083456857,0.028332848,0.346886125,0.060603953,0.168925422,0.095490422,0.225018266,0.005981181,0.417854143,0.011940493
0.075665527,0.040347481,0.040845602,0.013686555,0.151593501,0.057712294,0.265066082,0.082935614,0.333011231,0.014668171
0.335852703,0.075800344,0.054502511,0.019369708,0.055518758,0.045562304,0.146439505,0.010366338,0.39159586,0.008589894
0.070828012,0.055304694,0.753715438,0.025337763,0.058984066,0.018329362,0.256295724,0.045153178,0.32403331,0.042036548
0.059608909,0.036521268,0.400409305,0.032479755,0.039711048,0.003448005,0.23313847,0.06212032,0.207046237,0.018175221
0.049921722,0.027921034,0.157469032,0.028067125,0.542922208,0.019425369,0.276674594,0.066049544,0.181353578,0.00893566
0.054649188,0.026091664,0.03422019,0.008282562,0.296798217,0.0067261,0.22863451,0.010516558,0.300083073,0.029837218
0.050596214,0.011208508,0.034727072,0.00219896,0.085490551,0.037080486,0.225243263,0.002259724,0.333990161,0.045312163
0.058705089,0.02704801,0.030480119,0.005755048,0.185164954,0.024188326,0.230432813,0.008669732,0.187745488,0.02353109
0.063735897,0.030124361,0.032256174,0.00162553,0.045131098,0.026112622,0.23002385,0.030491251,0.180765624,0.027086733
0.040463259,0.035947893,1.471076049,0.010134655,0.035475288,0.023082049,0.215816369,0.031118194,0.304539327,0.002005696
0.067718847,0.036615029,1.155870493,0.014200842,0.0386167,0.020682784,0.227407221,0.029504497,0.277290243,0.031606248
0.367306785,0.067901046,0.434492925,0.011363372,0.080986336,0.007499397,0.197980881,0.004227589,0.299895063,0.049486999
0.069601858,0.011628104,0.054874572,0.004558723,0.06886834,0.00653674,0.214058646,0.005918645,0.219928119,0.011421615
0.063472373,0.018937979,0.081527131,0.008558415,0.403596734,0.043644217,0.190751278,0.03016801,0.237135181,0.086691172
0.068745127,0.007704383,0.744247255,0.00752345,0.150597813,0.028686683,0.148972044,0.069882771,0.237035724,0.008691563
0.065714249,0.020585552,0.141056282,0.000718692,0.036987573,0.011026656,0.222710088,0.036328496,0.269892294,0.002578459
0.064129353,0.031493714,0.051707121,0.003507959,0.064093932,0.004409161,0.222030814,0.019977051,0.232459205,0.00842018
0.056564297,0.047079417,0.02336128,0.00094361,0.042315921,0.021158019,0.239815859,0.013383066,0.163299741,0.009677525
0.082106244,0.041979111,0.501817737,0.002791331,0.64002337,0.013201835,0.248638239,0.065157462,0.252014417,0.001371971
0.055598452,0.032343254,0.039051441,0.007434003,0.227711904,0.028539209,0.224468693,0.026707827,0.244723386,0.021471743
0.34395525,0.055760825,0.210146046,0.007820184,0.194936141,0.01295019,0.19082765,0.012994967,0.250264294,0.007588999
0.23451791,0.067543938,0.02383651,0.013277837,0.078414465,0.028782255,0.200674488,0.063665119,0.296288193,0.023704315
0.109025156,0.024683721,0.142713109,0.000688679,0.041953656,0.003375144,0.229200547,0.084981139,0.289964962,0.049490435
0.080638359,0.007740482,0.059762124,0.012076161,0.021629474,0.003632852,0.226291461,0.095313775,0.182502248,0.008371207
0.065360631,0.008988602,0.024032411,0.013203334,0.033951965,0.014768021,0.157212895,0.104483617,0.242573182,0.01442124
0.055366201,0.002690594,0.024268212,0.002187216,0.049352909,0.002080868,0.211050935,0.108885473,0.262770319,0.040430731
0.07279025,0.026966958,0.030480507,0.003461153,0.334306809,0.051786299,0.157538244,0.090005865,0.279092878,0.004424469
0.073535717,0.031832871,0.029021551,0.008807164,0.15674011,0.050327552,0.193165481,0.035692082,0.328620521,0.031751084
0.094006876,0.038668355,0.128470525,0.007267212,0.09569542,0.029342063,0.183217519,0.007191925,0.27113601,0.012518031
0.07527822,0.021068837,0.143011574,0.000163575,0.065159284,0.02860148,0.162007437,0.018919948,0.198753531,0.021481955
0.259089553,0.059431361,0.191312446,0.009434237,0.048949019,0.020825088,0.17500507,0.008631403,0.220368375,0.010765478
0.223693243,0.039209455,0.19104128,0.010759178,0.036383689,0.008441927,0.159964179,0.031448946,0.241662902,0.007213957
0.121075458,0.032839207,0.159806513,0.015214803,0.034700487,0.00534919,0.171140093,0.026686808,0.240641152,0.057445889
0.082624772,0.010091363,0.168159472,0.006047033,0.063276615,0.001338858,0.161230943,0.025080413,0.298492572,0.067710374
0.069956436,0.024009814,0.151075905,0.009220858,0.170705019,0.048363606,0.177193431,0.033999488,0.291807697,0.004867041
0.067734304,0.003217747,0.197052932,0.000688822,0.139225583,0.005055686,0.203934286,0.019273393,0.368568771,0.050374952
0.053398832,0.005727296,0.155185861,0.003410664,0.164299033,0.032809065,0.181293507,0.019426939,0.174168279,0.024044979
0.064059164,0.00587256,0.195651971,0.006305367,0.086902386,0.025551944,0.160762662,0.006953699,0.213884187,0.060242867
0.104123924,0.023804743,0.186649613,0.010379647,0.039296144,0.034785679,0.190108442,0.004627903,0.207361484,0.040264972
0.30706143,0.012014626,0.161477021,0.00349478,0.054408032,0.001934553,0.218653402,0.013763504,0.314875958,0.030886814
0.313805432,0.002109242,0.140052936,0.007594828,0.185917563,0.000569756,0.21854975,0.0190204,0.261594013,0.020671644
0.193679317,0.000702251,0.163065556,0.000550048,0.079965442,0.008777656,0.181023624,0.007077542,0.242446728,0.009683152
0.129073674,0.026002125,0.166034285,0.000977485,0.054001685,0.035207191,0.148107489,0.00502349,0.118649259,0.000429498
0.080583267,0.024590139,0.173500818,0.000799824,0.064326161,0.006887253,0.192835646,0.004928643,0.329617319,0.0487444
0.059007056,0.000103542,0.17255229,0.000990224,0.07843854,7.89E-05,0.211560935,0.002451927,0.315714331,0.018872314
0.480248385,0.002862186,0.167098654,0.00487316,0.157609599,0.044865481,0.216369154,0.023497921,0.157728047,0.004108299
0.489251903,0.023080109,0.138135598,0.005177206,0.187690411,0.036703898,0.31010804,0.023068363,0.145432335,0.002663111
0.257393346,0.026157559,0.114671065,0.01025345,0.096044979,0.022751512,0.222196524,0.007298516,0.335489863,0.001175037
0.180819019,0.027828354,0.103121064,0.015238586,0.08701632,0.020102388,0.212457804,0.019156997,0.418878432,0.003000252
0.0852281,0.029651222,0.08895164,0.016487917,0.068561103,0.001160639,0.208899413,0.013538983,0.216959136,0.014156757
0.096702494,0.018228816,0.092748205,0.001624859,0.087565981,0.042853892,0.216006912,0.000359493,0.219742855,0.016016773
0.107790777,0.00907844,0.061099649,0.013188928,0.083792208,0.034604304,0.229051806,0.030279871,0.164384865,0.00435043
0.368165197,0.007886344,0.085667276,0.007552035,0.116408597,0.040411429,0.234897148,0.005754949,0.340249945,0.022722801
0.267099026,0.022447929,0.086258886,0.007004511,0.095695706,0.006359336,0.298389789,0.002188542,0.290287956,0.00946589
0.148502488,0.022352055,0.076814818,0.012113315,0.052311773,0.013063484,0.259106297,0.022340877,0.339871876,0.028381014
0.110156262,0.023032317,0.039898722,0.028005709,0.080792805,0.002039407,0.227957938,0.00409744,0.300499474,0.028933216
0.14894703,0.017905034,0.096137024,0.00356513,0.11372155,0.008203124,0.193085819,0.01260987,0.325728651,0.059618312
0.089755812,0.014408314,0.090908123,0.00516355,0.130859111,0.001823346,0.163168758,0.001555222,0.295689939,0.008842741
0.412968246,0.029338083,0.04061737,0.010258945,0.174823776,0.000731922,0.193022158,0.003649823,0.186256913,0.015169166
0.452445936,0.01649714,0.061781059,0.005349894,0.152318217,0.004611152,0.354135081,0.036438797,0.177116769,0.033713567
0.309320896,0.020675181,0.070990853,0.00228977,0.19625017,0.027137411,0.241981206,0.009749368,0.127566047,0.011610528
0.216359137,0.021692688,0.08220908,0.005129306,0.130554615,0.011107717,0.258709886,0.000792414,0.295164598,0.06869235
0.112249481,0.007187082,0.094250944,0.000955026,0.156386567,0.00014253,0.258244801,0.001937709,0.176782698,0.00472377
0.14846378,0.005121299,0.057727693,0.004181221,0.170872045,0.032951254,0.258914954,0.011472037,0.312752131,0.059439261
0.088966354,0.012672607,0.062268857,0.001015898,0.175462235,0.012189405,0.191351256,0.003110689,0.257464935,0.053647644
0.308757875,0.06627559,0.072838228,0.004150174,0.149557005,0.032721089,0.147957474,0.001222235,0.176266257,0.00035931
0.346699687,0.062576813,0.092334189,0.004733326,0.195950816,0.014570139,0.169729004,0.011704253,0.181585858,0.02370468
0.240495467,0.061473991,0.029935035,0.005599955,0.063086046,0.033912055,0.201622642,0.035342189,0.161864981,0.003741219
0.227313273,0.034818393,0.046507414,0.005174687,0.182678242,0.020490732,0.284939501,0.135378075,0.328675352,0.01463845
0.118796073,0.01866223,0.06294508,0.007477496,0.1761179,0.027214363,0.207558946,0.059474463,0.283359254,0.002959914
