,ASU,KU Leuven,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std,error
0,739.706262823173,1090.180908203125,619.5803308517868,665.4169921875,633.2862588556559,729.4735717773436,922.7839965820312,763.6381358897814,606.8067399099423,451.4927368164063,701.0086669921875,703.185830267469,0.23494192433218167,0.10080996500924304
1,14229.731844457068,18479.697265625,17099.49241324839,16773.0,17468.22090356272,16464.412109375,18646.63671875,19383.37704528936,17217.605446868623,16473.974609375,15849.673828125,17043.340276174345,0.08345685671646225,0.02833284811125585
2,43110.08913047432,56008.3828125,52002.719377379195,49534.21875,50715.87290649296,49419.54296875,47753.328125,57572.4749308315,51328.68423852164,52262.625,51858.1796875,50915.95804104951,0.07566552727983814,0.04034748116539001
3,558.7224893095398,773.7252807617188,433.71030185587045,440.6627197265625,451.176773741272,493.9775390625,958.7714233398438,437.9561894240956,411.8704852167101,367.8105163574218,511.3568420410156,509.37325909289603,0.3358527028044771,0.0758003443321467
4,3264.3726757323006,3224.04345703125,3068.154502264324,3301.79150390625,3361.922526607104,3763.03125,3624.631103515625,2920.0869187483363,3443.4818450283665,3216.4677734375,3330.141845703125,3312.318050615064,0.07082801196453756,0.05530469384178519
5,5649.3483020779295,6609.35595703125,6503.348702297823,6201.1591796875,6402.846996936212,6813.03515625,6572.40380859375,5658.359034471106,6418.226595104784,6445.14306640625,6081.234375,6294.449457491422,0.05960890869830013,0.03652126766080367
6,10483.019022020282,11263.4501953125,11255.650367213351,11630.1337890625,12174.540816712262,12340.5576171875,11393.7158203125,12305.471142892982,12020.950942258529,12253.328125,11526.84765625,11681.702517787684,0.04992172193994976,0.027921033748077747
7,19444.16905118735,21602.462890625,20613.415802475567,20953.9765625,21933.786659525384,21682.181640625,23823.7421875,22763.422865136294,21813.266183261287,22475.130859375,20760.2421875,21594.743537634826,0.0546491878678894,0.026091663891854616
8,57622.18815657067,64734.36328125,65583.07071849532,64125.40234375,64641.78938586712,65391.5703125,65016.5703125,68016.38225161505,65089.40485813429,71413.2734375,67107.1640625,65262.17974713201,0.05059621375870809,0.01120850801516414
9,166677.99173096655,185424.09375,171134.87571474427,179207.25,172005.53124726456,179834.515625,162976.09375,188366.49134135936,177079.4746865514,200127.140625,177523.921875,177940.11878386655,0.05870508893945708,0.02704801045486593
