,ASU,KU Leuven,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std
0,560.9514832385738,6953.8740234375,544.8816833162624,497.01373291015625,508.46077666651706,533.0791625976562,1221.192626953125,536.7091375252709,498.019244435848,516.669677734375,488.3274536132813,711.2976754858337,1.6511572780791774
1,3170.393908426706,6953.8740234375,3219.7942586694635,2917.079345703125,2987.5882316373795,2914.240966796875,4462.3916015625,2914.1197855389555,3063.3421283242906,3065.531005859375,3050.4853515625,3386.3908103513104,0.3468861250036613
2,64746.676672745096,54346.93359375,61909.68327441386,60901.703125,62415.16365573852,61621.69921875,61158.9140625,61375.066952773595,61829.219628345934,61039.63671875,61658.26953125,61133.259997002795,0.04084560221703899
3,117871.31811962472,94239.84375,108979.94072620531,111374.3359375,114292.60202600488,112543.9609375,113082.65625,111301.58088587545,112744.31107268175,110981.3515625,114707.9453125,110939.54513978297,0.05450251121207992
4,1566.8796067902797,6953.8740234375,1843.568640438388,1480.252197265625,1521.2842107985732,1514.267333984375,3117.133544921875,1495.3278973438173,1522.1069417973863,1537.6978759765625,1538.6309814453125,1897.7435973859558,0.7537154382932377
5,2932.859240476764,6953.8740234375,3010.8903710942,2617.46533203125,2689.60356868197,2624.7216796875,4028.39404296875,2616.5495151291007,2760.4691640501974,2708.076904296875,2695.16748046875,3085.0963198335035,0.4004093048803843
6,4874.287002840094,6953.8740234375,4594.380063713494,4539.6474609375,4690.85579415432,4488.0703125,5987.88330078125,4320.267494126201,4739.820483406913,4755.2373046875,4847.71337890625,4932.722665086197,0.157469031779654
7,49134.00447258314,43387.234375,49429.65902949594,47557.8828125,48436.5836162327,48281.16796875,47732.08203125,47654.2178619133,48059.094552505674,48661.1171875,49116.7421875,47923.20559114934,0.03422018979610944
8,23504.869141462925,20723.564453125,22119.642107536223,21680.46875,22182.64543728717,21804.61328125,22822.34375,21271.29397165484,21854.975934334034,22783.373046875,21999.888671875,22055.90530114634,0.03472707207643403
9,41216.169988375455,37178.26171875,41531.95916472817,39733.375,40473.237293118014,40362.96875,39669.01953125,40676.750754074266,39871.088475028606,41640.7421875,40611.125,40252.02378459382,0.03048011890683021
10,136808.1180745984,121332.65625,134972.12324810776,133638.75,134670.75462592335,132766.984375,129098.984375,135924.1978303905,132841.26226667143,134603.1875,132437.390625,132579.71802815216,0.0322561740857878
11,713.2927259856268,6953.8740234375,793.2501601914821,674.0104370117188,706.5821147542249,695.2861328125,792.2855834960938,704.0891604717267,702.3358335631617,611.9545288085938,730.0224609375,874.2527771767263,1.4710760491815595
12,995.8193365658589,6953.8740234375,1095.3755007591435,897.1362304687501,913.1148157355922,917.0631103515624,1742.1783447265625,951.095361429249,923.5244852292624,833.6382446289062,959.1119384765624,1193.08005035744,1.1558704929603063
13,2642.19635334498,6953.8740234375,2803.596899502361,2488.155029296875,2458.969113260858,2462.967041015625,3504.329345703125,2717.780262799689,2515.176879422588,2390.424560546875,2690.51806640625,2894.7340292641393,0.43449292483218527
14,7640.526925187001,6953.8740234375,8111.259096778929,7127.99462890625,7211.067228919339,6908.00244140625,7979.84423828125,7638.350915570273,7241.287973184089,7064.505859375,7421.971679687501,7380.84775051564,0.054874571529862214
15,21386.088594523382,15761.763671875,21360.747998775183,20084.591796875,20434.76219309291,19771.96484375,21876.904296875,21479.51112244388,20118.808505175784,20639.232421875,20782.048828125,20266.76808275018,0.08152713133617816
16,1666.8917732089794,6953.8740234375,1569.881911883008,1595.8359375,1600.673651869959,1614.818115234375,2406.052490234375,1599.4832242151597,1618.112942735234,1470.0548095703125,1679.578369140625,1898.3913763785195,0.7442472552759898
17,13176.900026081965,6953.8740234375,12752.370619931324,11847.5341796875,11862.31194477094,11495.337890625,12664.111328125,11997.807149949433,11847.032198982506,11599.10546875,12009.755859375,11518.113495536823,0.1410562822490994
18,34811.165183633435,28501.515625,34130.84315655347,33220.61328125,33667.83673817676,32912.80078125,34125.6015625,34468.98868159623,33066.94576971002,33934.83203125,34330.26953125,33335.29331452244,0.05170712053736772
19,554039.911905573,522048.3125,556703.8360514153,536137.6875,528134.8207267539,534030.125,526528.75,530266.7497111493,538737.0453240029,536322.625,558233.4375,538156.9118257135,0.023361280457955734
20,2337.3894841888464,6953.8740234375,2515.983656380339,2290.730712890625,2318.5513515104126,2344.485107421875,2512.189697265625,2367.89787450585,2328.4732453856177,2112.55810546875,2412.94970703125,2595.128500244446,0.5018177373363994
21,7446.811061286805,6953.8740234375,7520.068997101819,7198.3154296875,7148.04767403529,7138.76123046875,7900.6865234375,7430.828941372911,7241.210382823274,6875.978515625,7333.915039062499,7284.875989572697,0.039051441467229824
22,20895.40902551828,6953.8740234375,20067.403090132404,19069.462890625,19133.897319972708,18707.333984375,20762.369140625,19402.67859300877,18996.39795415448,18754.33984375,19341.650390625,17754.258163426508,0.21014604594927244
23,161212.42516194904,153029.140625,167447.51551942943,157025.40625,158416.38032234233,159056.109375,159610.296875,155122.33425341567,159401.07480131168,162217.15625,161062.1875,159377.21550177538,0.023836509556647487
24,13200.746979474075,6953.8740234375,12950.973964229672,12312.439453125,12246.241572940096,12229.8896484375,12994.9736328125,12179.73213366082,12327.657195670996,12094.58984375,12160.93359375,11819.892948342234,0.14271310879115526
25,33425.2805416299,26948.0859375,34509.53487915824,32577.447265625,32690.386856414043,32615.470703125,33791.3515625,32355.10527080899,32306.349334537143,32564.98828125,32823.03125,32361.18602059871,0.059762123689774675
26,95053.77070371587,86497.984375,92672.72980692748,89524.5703125,89996.93944934831,90932.5078125,88796.0546875,90568.74361057294,89847.836435392,91475.6953125,91066.03125,90561.09306244769,0.024032411231016685
27,153985.8596010164,141648.390625,152366.5459833191,145738.78125,144898.02273411976,147917.984375,144635.3125,149082.60760191927,146080.68524377828,147692.09375,145084.953125,147154.66625267686,0.024268212108146472
28,262169.0466755342,255607.0625,259365.5750721821,243523.890625,243073.1012714872,244801.765625,242517.640625,247319.6253805344,241727.30230556097,246669.125,240439.875,247825.63608566884,0.030480506768466174
29,34906.165752225796,37011.0859375,36538.82966912248,34640.00390625,35332.50804094497,35160.62109375,37493.734375,36718.09786625039,34878.10948026338,35616.6015625,34600.08984375,35704.249971351615,0.02902155105126734
30,828201.0916340435,501375.59375,781824.8416171982,836539.1875,855324.7348242188,836503.375,868486.125,809912.6279374526,850375.058349081,845601.625,843342.3125,797406.0417423333,0.12847052487480903
31,12520.175461734249,6953.87353515625,13233.318281074204,12356.611328125,12383.895692214966,12799.6328125,12841.333984375,12432.928274096725,12534.216995111596,12770.6884765625,12537.119140625,11970.293995754235,0.14301157369073086
32,87049.01819420101,34645.1796875,86756.4252065523,85812.21875,85194.94088134766,83240.2734375,87659.46875,85524.13930865932,86195.53144880566,88440.71875,85097.984375,79249.2806116121,0.1913124459750036
33,143487.94546377653,58494.16796875,148288.3000134154,144066.296875,141680.74291259766,139337.390625,143868.203125,146979.89243870912,145168.50927976953,150036.6875,142116.421875,133070.86158903755,0.19104128042958188
34,406911.445675098,201472.03125,412144.78957690473,399499.6875,398209.0641455078,399972.125,415500.46875,396741.3388120604,404422.6029102362,416901.84375,397572.71875,379854.22542118677,0.15980651284363354
35,686133.7648333097,319420.6875,671968.9811529925,673866.875,678808.0389892578,675515.4375,693544.25,665562.4460762265,679779.626588316,686399.1875,678128.1875,633948.9437172321,0.16815947177641394
36,13086.305279189575,6953.8740234375,13890.574584420787,13073.1806640625,13024.009206848144,13121.5966796875,13326.4462890625,12108.138673889836,13084.72013908342,13129.076171875,12929.552734375,12342.024811067935,0.15107590538058316
37,20364.670325861654,8053.142578125,21862.63049285228,20645.3125,20603.659427490235,20594.3359375,21143.458984375,19491.6193017057,20777.243336398165,20760.203125,20590.23828125,18977.240428314373,0.1970529320701704
38,386770.85826600256,196945.3125,392865.8932183631,382830.125,376792.7514257812,367061.5625,379764.90625,395049.3958843408,386247.7208747328,391917.84375,378837.21875,361150.5518788267,0.15518586117198288
39,53072.02862594026,21046.78125,55787.62276438512,54103.69921875,54233.39290649414,53808.1015625,54438.73828125,54968.994396797345,54015.4663292023,53322.6796875,53200.42578125,49641.581344937375,0.19565197146439453
40,228383.25886533177,93298.5625,230895.4642542452,225542.40625,221236.12501831056,218238.140625,226005.546875,221525.8823779561,223616.5611615827,225196.75,220361.828125,206915.16542791473,0.18664961339051178
41,54449.72219352353,27142.78125,56728.39003827131,55083.7890625,56034.977702026365,55528.06640625,55356.3515625,54954.858131101435,55173.38461165175,54633.3515625,55265.0,51850.226412614495,0.16147702053753096
42,54787.94003745999,32199.29296875,60259.637730667295,56106.9921875,57782.35353515625,57351.4609375,57014.078125,59468.461432770586,56214.39263401965,55585.36328125,54957.33203125,54052.98998202813,0.1400529364414086
43,134138.45825858958,70209.3984375,145529.63012253126,140559.875,145727.33644500733,142121.90625,141330.328125,150453.02389615297,140701.2751009024,140883.34375,143210.15625,133540.17054358788,0.16306555616223486
44,357212.70459383726,172435.0625,369977.3990448912,357793.78125,364433.7095324707,357521.5625,369812.375,354231.5106565768,356312.64205441845,364482.96875,355651.59375,337293.17589719273,0.16603428500011358
45,86341.85385588981,41739.39453125,95676.2714280584,90189.90625,92943.9396484375,92230.953125,90353.6640625,89048.60944211428,90614.90067874653,90008.0,90899.609375,84606.53717628146,0.17350081813008578
46,137149.96058550922,67373.0625,150888.92997759968,144366.25,150175.273828125,146933.578125,141930.578125,142709.90381953752,145212.26845555464,144988.0,149565.703125,135525.23867889584,0.17255228975165865
47,222192.80563444796,111396.984375,238529.52546956576,230158.453125,240640.91484375,233486.78125,238075.96875,229228.47841250416,232114.33553953285,233571.015625,236319.984375,218200.34505281624,0.16709865352692993
48,34126.362238698,21137.609375,39109.27718818828,36976.0390625,34882.56917999268,37461.4609375,37265.328125,34873.44227828474,36167.54328615035,36074.9765625,33246.890625,34281.192180804974,0.1381355981873001
49,18593.480212304155,11955.08984375,18671.337160460705,19040.822265625,19027.40853149414,18275.091796875,19219.46875,18280.880928334504,18710.933682530256,19244.953125,18605.650390625,18010.598271837927,0.11467106476968679
50,31347.938003825657,21713.548828125,32638.40104151448,32693.818359375,32583.263422851564,31190.615234375,30688.04296875,31186.106547468866,32289.482628906033,33304.4921875,32037.4375,30879.060459164037,0.1031210641985779
51,55762.80128646344,41045.51171875,56979.82252760734,57762.9453125,57459.683173828125,54951.56640625,57052.45703125,57349.18232960252,57179.17428124561,59147.11328125,57072.078125,55378.124594112436,0.08895164007146991
52,182961.6483484526,129668.6875,188129.34724806788,182393.390625,184423.7031445313,178733.84375,176548.9375,181660.4273759896,184683.49611082996,188193.125,185210.03125,177586.3779493975,0.09274820517494219
53,29599.16487632296,23667.9609375,28764.30046156304,29666.119140625,29367.847496032715,28648.544921875,28757.94921875,28568.032134587767,29383.803879189316,29661.900390625,30090.478515625,28689.206257984668,0.061099649446100884
54,50311.65919017186,36495.46484375,49335.8528270437,50469.2578125,50217.37656341553,48759.26953125,50244.0546875,49571.97476483556,50344.895931432955,51141.9453125,51367.63671875,48740.109286962674,0.08566727648846229
55,481474.3653931485,349188.1875,491908.52611008694,474559.71875,479265.3917333984,466066.5625,484082.46875,485375.52443133295,482015.6392239079,484429.46875,487112.5625,467710.68342634686,0.08625888587654187
56,413503.0331086692,310173.21875,413324.5309957982,408146.78125,410371.66474609374,403530.875,417548.34375,409615.26081615005,414011.3636636665,418431.40625,408620.71875,401226.39913986897,0.07681481837742522
57,6653.518167756902,6953.8740234375,6719.29681680947,6614.9765625,6867.83721446991,6510.279296875,7473.16650390625,6558.4209185071,6819.289835239458,6691.7685546875,6595.01513671875,6764.155931554651,0.03989872184816154
58,17585.618356167728,12235.291015625,17249.729168693357,17418.15625,17453.065013885498,16849.177734375,18616.328125,17106.98233743364,17547.983906824484,17387.91796875,17176.1640625,16881.33704598801,0.09613702381003088
59,44899.08979341672,32452.96875,45626.39286667457,46103.43359375,45630.53840637207,44576.67578125,46470.91015625,45815.48807321113,46441.83422816912,46043.82421875,45818.00390625,44334.083269386196,0.09090812289968762
60,219801.014144248,189328.28125,220337.76461642527,215693.84375,212468.445892334,210994.0,218262.6875,213720.7993651076,217153.07203756715,219061.9375,211981.359375,213357.77825121026,0.040617370211496646
61,626681.6934192647,503034.84375,631605.773900166,626628.0,628096.2353515625,615509.5,633495.625,625472.3322381247,631644.4900904157,637624.625,619399.0,615089.5624511222,0.06178105894119177
62,1810131.3278898448,1416777.375,1802564.000610683,1807147.0,1795783.4106445312,1659210.0,1805377.0,1830889.5690646337,1819542.0296876645,1832669.5,1834606.125,1760453.5670875735,0.07099085263563427
63,28689.667244124554,20954.36328125,28725.182912071577,28502.87109375,28451.077102661133,27629.978515625,28516.40234375,27627.52987384205,28800.24918807796,28341.4296875,28636.51171875,27616.214131908648,0.08220908033247712
64,73806.58358074048,52914.16015625,76505.41528712361,75562.4453125,74900.18577941894,73216.8671875,77779.3046875,76289.5081015545,76332.26333082582,75659.765625,74214.8671875,73024.46381981384,0.09425094399456777
65,349246.754366938,283828.125,358105.391990836,344104.65625,339699.99515625,335708.0,348796.8125,336024.4327741202,347539.83148135483,348764.125,336849.71875,338409.1021749224,0.05772769290534842
66,956706.4872991825,764254.1875,961970.453423078,956623.25,957233.9712304688,921677.625,949215.375,960043.0700767642,962302.3326044264,963906.9375,932644.125,933300.1013159894,0.06226885744709323
67,1598249.1393488983,1234446.5,1615228.2442049016,1611965.625,1613971.1774707031,1500436.75,1594301.125,1599462.4896737405,1613461.5002393967,1615280.25,1597918.0,1558875.3498801773,0.07283822816906543
68,11642.838121774583,15177.0234375,11844.541570456355,11686.5927734375,11781.979462585448,11278.4833984375,11973.5361328125,11317.075609651818,11721.133819553466,11600.1171875,11242.7783203125,11892.943450392466,0.09233418894569545
69,29751.66867367456,27193.265625,29714.157974591413,29531.36328125,29564.251959609985,28660.298828125,28964.939453125,27833.789604298447,29666.37845341584,29425.62109375,29813.0625,29089.561696379613,0.029935034852176565
70,47275.64252632864,40267.91796875,47833.10004527902,46916.21875,47014.88303634644,45626.515625,45672.54296875,44494.02092636939,47339.56801746808,46874.4921875,47025.87890625,45982.85682143731,0.04650741402290952
71,76231.48550460653,61085.70703125,78238.76807095647,76142.15625,76249.67738067626,74050.1015625,77371.8359375,73736.40139488742,76762.83510969701,76456.6875,75487.75,74560.43302929343,0.06294507999760006
72,122257.63097349527,103192.3125,126916.8942949209,123291.90625,123164.6718045044,119996.453125,125460.9609375,123815.98893378934,123621.92475918376,124617.4921875,122878.2578125,121579.57377298157,0.052583203742480475
73,19047.260438497706,23051.724609375,19728.978499499382,19103.265625,19193.08989051819,18595.955078125,19476.064453125,20110.69815263835,19062.75239455724,19135.24609375,18448.78515625,19507.539012100384,0.06417185529406769
74,125468.89379117508,112211.21875,126960.74171620265,123843.3046875,124794.5253198242,121389.96875,122419.6328125,128664.64603626844,123712.34119335742,125164.3671875,124794.140625,123514.33205417026,0.03450019447319722
75,199470.60579965144,170544.6875,205710.63641756785,197594.75,198569.9220489502,193998.53125,198055.625,210014.7954223012,196492.6142338368,201158.328125,198384.953125,197031.4550044329,0.05025455226282717
76,331089.2821913988,260339.03125,337875.69785591145,326097.0,326925.08342041017,320388.84375,327500.53125,328201.463114969,323849.3779561415,332693.28125,323382.8125,320974.13088024565,0.06496977668340469
77,1384624.7196493628,1061538.25,1411194.5788043623,1422584.625,1419553.9550976562,1381122.375,1403015.375,1341339.7510765835,1398423.9873614344,1430429.25,1373037.375,1361930.85086005,0.07629031289110881
78,509477.6997216856,397279.375,526432.5989195836,509705.90625,514104.9918859864,500317.78125,521702.25,485956.4922556032,508308.7227609629,522243.5,506261.0,498840.2713343651,0.07182150117477962
79,817138.872718297,628050.6875,850316.9109759239,824250.375,828275.0952172852,803603.0625,828365.8125,768509.8769235597,820639.2602347126,842444.875,820996.1875,800513.1652405417,0.07693302565275445
80,199056.33025997443,161431.890625,203196.67954693473,196280.625,200521.8249975586,194063.03125,197435.90625,195176.5795635733,196992.7587685173,200005.375,200708.71875,194649.07689618316,0.05872192761847963
81,508457.7560838212,394062.53125,520076.93289099354,506350.8125,513953.8062597656,494116.625,512063.0625,491551.3617934717,505036.6322024763,520158.53125,507491.71875,496267.3351140571,0.07135901539510324
82,1314984.2910834,1010319.5625,1338813.906379888,1316074.75,1319628.8253320314,1251269.75,1319913.375,1232892.6821881614,1300165.9640011208,1333798.25,1294312.375,1272112.7291680577,0.07362846934392386
83,31285.072377333,26853.52734375,30206.028723595384,30641.23828125,30569.3966796875,30660.369140625,28684.779296875,29836.81019115719,30650.547730304475,31083.6328125,30709.484375,30081.21514090737,0.042659777962090084
84,152561.7977815778,130633.984375,148801.5849462296,148118.28125,151729.5639038086,154275.265625,145397.859375,153364.4915957189,150251.5195420209,150410.046875,153370.65625,148849.01237597267,0.04455987123138133
85,461238.80000514,496607.6875,481986.2645378615,476906.21875,481791.3889160156,475799.84375,481814.28125,482315.97751757485,483640.0414658416,486589.59375,485261.625,481198.0635059597,0.017843846961847255
86,23029.00783844476,23658.8125,22594.89909268437,22483.443359375,22668.756681671144,22914.373046875,22426.80078125,21187.126309479485,22635.11619340708,22613.5078125,22817.521484375,22631.920953399956,0.02605924725232485
87,223447.74118120605,199268.140625,222949.3217681864,215046.4375,219337.11115966795,223021.796875,212502.078125,225631.591181516,218616.65132281516,215192.421875,222005.65625,217791.44650207984,0.0341405251493905
88,397222.7616049857,349291.25,392549.63577081234,387429.625,393999.4999682617,395970.03125,391918.15625,392662.625919466,394137.5817815511,389200.40625,405210.4375,389712.1929822581,0.036572160740095346
89,12748.510399229048,15247.9091796875,12351.62364060482,12582.203125,12611.340334320068,12743.0625,13267.9501953125,12774.090433508612,12621.57261287868,12648.7685546875,12465.7412109375,12893.824178450084,0.06253850950665069
90,108502.10365812854,118554.40625,107473.1014289595,106841.484375,106854.25485473633,109109.0703125,106794.0703125,107986.5510498166,107663.56009322604,108070.265625,106204.3203125,108503.52170905087,0.03154815190366376
91,341774.9203945006,313389.8125,335040.37170185795,326784.03125,330007.5112133789,336229.25,329429.4375,321935.5682019485,331559.0499075234,328553.09375,330226.125,329461.5142329187,0.02264136122523456
92,993976.0568457952,978358.0625,1033978.8746283152,996654.5625,989111.2142089844,977217.0625,1015613.3125,956664.8722175069,1007763.0953485921,1014464.1875,992604.1875,995827.5962152006,0.021488806047541414
93,100335.04830516796,107260.390625,98867.88676236104,98239.4296875,97807.45156311036,99066.4921875,98396.5546875,96338.30696300669,98719.23897698669,99886.1953125,97136.578125,99240.9662121388,0.029015252676852312
94,302489.5095602845,317355.40625,296459.24565678183,290386.5,291441.0489294433,296804.28125,290434.5625,290650.85159412795,292361.1579982376,293734.46875,287327.09375,295299.4850391194,0.028334575770291318
95,506637.90938101936,503863.75,511831.1096002104,496635.6875,498968.4912963867,506829.375,494951.21875,496243.03209287673,500256.5732035094,499676.71875,500239.25,501441.89785965957,0.010441421302894719
96,867121.8608678884,861257.9375,878127.3699210208,857653.0,858676.364165039,859819.125,855426.6875,888036.317875169,859817.2544993758,864083.75,859418.25,864442.8579628849,0.011509505051778052
97,21939.191931998063,21000.13671875,21333.088838513704,21278.7578125,21184.75157409668,21257.03515625,21217.34765625,20985.63164332901,21286.514976185983,21441.515625,21066.283203125,21270.389774538762,0.012321125383941995
98,34962.555246174525,32085.1171875,34781.377879021355,34250.18359375,34041.08754821777,34151.59765625,35347.47265625,33681.03229347694,34224.05377475553,34648.08984375,34561.33984375,34238.600221038294,0.024971605033797716
99,156934.26688219447,171582.3125,160309.62510306743,156043.71875,155153.9284112549,156370.234375,158339.1875,148534.0318685249,157408.34680151087,159419.953125,156128.859375,157753.89686385173,0.03474958847890082
100,276564.92556365987,286644.25,274350.8650645132,265883.9375,264415.55861206056,268040.875,264862.0,255771.5733190656,268377.5624791544,270705.5625,265561.84375,269091.95158786845,0.02961617375690198
101,756648.876707135,762770.0,791223.573904518,757497.8125,756665.4049365234,766664.9375,752920.4375,742070.7539286149,765256.7287558558,761371.25,748739.125,760072.7258653024,0.016552394609517247
102,705586.5929839287,714099.1875,722960.4932631926,702067.875,701054.0603515625,711484.6875,700558.375,724319.1272340949,705589.1845474552,712699.1875,698269.75,708920.8556196389,0.012586615886614232
103,1178734.5817133,1122193.375,1230479.3280808995,1181722.75,1176255.5478857425,1188562.875,1163231.375,1170881.5587528204,1184920.2921934968,1189677.25,1159700.875,1176679.6925285954,0.02211246248114027
104,3271323.62106011,3013070.5,3505652.4033849025,3334685.25,3247373.913867188,3164723.75,3176450.25,3377258.8980136644,3384941.2501071254,3423509.75,3378175.75,3295156.128150586,0.042611266026489236
105,13965.277874903682,22434.673828125,14045.500848460008,13844.8857421875,13894.016563415527,13813.3857421875,14030.0029296875,13015.150045618951,13934.765883996117,14189.728515625,13588.578125,14450.400185036631,0.17876020910478096
106,150238.05150791566,167911.65625,152157.57222769735,148488.546875,149035.2087298584,148638.9375,150847.703125,147138.01833118862,149777.1831719254,152911.515625,150333.0625,151497.90021814374,0.03733951658024823
107,403558.160545957,398597.75,416544.92701734754,399901.09375,400400.6673266601,401708.78125,404030.90625,401319.4336678799,402379.5243401703,410784.5,400278.0625,403559.0519933096,0.013334311571741496
